"id","SrcDatabase","Title","Author","Organ","Source","Keyword","Summary","Year","Volume","Period","URL"
"sh11","期刊","一种肯定的权力理论的形成：基于福柯与康吉莱姆关系的考察","叶晨阳","日本庆应义塾大学;","社会","福柯;;康吉莱姆;;规范;;正常化;;权力","自20世纪70年代以后，福柯逐渐发展出一套有别于过往基于“压抑假说”之权力观的新权力理论。尽管这种权力理论具有强烈的福柯色彩，但是通过这一时期的关键词“规范”，我们仍能清楚把握到康吉莱姆对福柯的影响。实际上，康吉莱姆所厘定的作为内在的、肯定性的生命形式的“规范”概念及其使用方法，不仅为福柯提供了摆脱“压抑假说”，构建肯定的权力理论的可能性条件，而且在福柯对自身权力理论的不足进行克服时，与之产生了共鸣。","2023","43","04","https://link.cnki.net/doi/10.15992/j.cnki.31-1123/c.2023.04.007"
"sh12","期刊","1949—1956年中国社会组织体系的型构","陈佳俊; 毛丹","浙江财经大学法学院;浙江大学社会学系;","社会","社会组织体系;;国家型构;;社会配合;;居民自助","1949—1956年的中国社会组织体系既不是西方社会中的“第三部门”，也不是传统民间社团的集合，而是由党领导的人民群众团体、重新登记的社会团体、非登记的居民群众互助组织这三类广义的社会组织构成，是在国家型构社会组织、社会精英配合、社会成员在社会边缘事务上自行填空的力量所驱动形成的适配政权建设的特定类型。要研究当代社会组织改革发展问题，需要注意这个起点及其持续影响。","2023","43","04","https://link.cnki.net/doi/10.15992/j.cnki.31-1123/c.2023.04.005"
"sh13","期刊","统治风险与胥吏人事：官吏分途现象形成与持续的政治逻辑分析","王泉伟","中国海洋大学政治学系;","社会","胥吏;;官吏分途;;统治风险;;辟署制","本文试图论证，官吏分途从治理逻辑来看是一个非常糟糕的制度安排，其形成与持续主要是政治逻辑支配的结果。古代中国一直存在着朋党与官僚贵族化等官僚人事风险，导致统治者的人事权力受到侵蚀，危及统治基础。胥吏人事制度涉及各级政府如何安排僚属的问题，因而与上述官僚人事风险紧密关联。文章认为，官吏分途的形成是东汉以来官僚贵族化的结果，贵族与庶族的社会身份差异影响了正式官制的设置，造成官与吏在来源人群、等级地位与道德评价上的全面分途。官吏分途的持续则与后世统治者对官僚人事风险的防范有关。胥吏人事的合理化需要重新引入政治上风险巨大的辟署制，统治者宁愿忍受官吏分途导致的治理弊病也不愿变革。本文的研究拓展了“风险论”的视野，揭示了此前较少为人关注的官僚人事风险及其对中国古代官僚体制的深远影响。值得注意的是，类似的统治风险在当代依然部分存在，也受到中央越来越多的关注重视，并着手防范整治。","2023","43","04","https://link.cnki.net/doi/10.15992/j.cnki.31-1123/c.2023.04.004"
"sh14","期刊","个体化是生育的滞碍吗？ 从法国家庭政策的演变历程与底层逻辑讲起","吴真","上海大学社会学院;","社会","个体化;;生育;;法国;;家庭政策;;底层逻辑","个体化常被当作生育率衰微的重要原由，二者的反向关联借由全球诸多国家的人口演变轨迹暂时得到承认，却在法国家庭政策成功实现生育反弹的历程中被消解。这一历程围绕对待家庭个体化的态度分为前后两段：20世纪60年代末之前，以压制个体意识、重塑家庭秩序为核心理念，结果是婚姻家庭越发多变，生育水平不升反降；自70年代起，法律政策转向顺应个体诉求、尊重个人选择，同时又在经济社会资源的再分配上注重对弱势个体的帮扶和对强势个体的监督，由此带来了从90年代至今的生育水平的回升。后一段的经验投射出法国学界与政界对个体化两重意涵的充分认知：一方面，接纳且善用个体化展现的能动性，另一方面，防范且遏制个体化导致的不公正。由此，在家庭政策的建构中逐渐形成兼顾个体自由和社会公平的底层逻辑，并以此为准绳一以贯之地进行政策的修缮和执行，最终疏通个体化对生育率的阻滞。这段历史不单旨在呈现具体的措施，更在于追问如何恰切地借助政策介入来扭转个体化对生育的抑制，以此为徘徊在崎岖路径上的各国提供思路和启迪。","2023","43","04","https://link.cnki.net/doi/10.15992/j.cnki.31-1123/c.2023.04.003"
"sh15","期刊","“通国身”：“具身化”理论的本土想象","冯碧莹; 宣朝庆","南开大学社会学系;","社会","具身化;;通国身;;身心一体;;生物—社会","“具身化”是近年来身体研究的重要议题，它以超越身心二元论为立论前提，但在推理方向上却又难以消解二元论的痕迹，因而构成该理论的一种内在困境。本文借助汉儒“通国身”思想深入发掘本土“身心一体”观念中的身体理论资源，可以拓宽该理论的发展空间。其中，“通国身”蕴含着“治身”与“治国”之间相通的义理，具有以下两点重要参考价值：就突破理论困境而言，中国文化将“身”作为一个生命体验式的交感系统，能够进一步消解二元论中原本具有的身心界限以及心相对于身的优先性；就开拓本土研究而言，生物—社会融合的本土身体观构成了理解中国社会的基底，它能够从生物演化与社会存在的角度考察生物性的“人”与社会性的“人”，以此丰富“社会”的基本理解方式，是一种扩展社会学传统界限的重要资源，值得被重新发掘。","2023","43","04","https://link.cnki.net/doi/10.15992/j.cnki.31-1123/c.2023.04.001"
"sh16","期刊","艾希曼、平庸之恶与服从行为研究 犹太创伤与社会心理学的另类叙事","周晓虹","南京大学社会学院;","社会","犹太创伤;;艾希曼;;平庸之恶;;社会心理学;;从众与服从","在社会心理学的历史上，他人或群体对个体的影响会使其行为发生怎样的改变，一直是一个引人关注又成果丰硕的领域。纳粹德国在第二次世界大战中对犹太人的疯狂屠戮，以及执行者在屠戮过程中通过“恪尽职守”表现出的机械、冷酷与无情，在引发阿伦特有关“平庸之恶”讨论的同时，也在社会心理学领域酿就了以米尔格拉姆的“服从行为”研究为主导的实验。这一实验在学理上可以追溯到勒温、谢里夫和阿希在该领域中的一系列先行研究，而在现实中则源自犹太世界长期以来尤其是在第二次世界大战中遭受的肉体和心灵的双重创伤。正是犹太人长期以来遭受的苦难，使得从众和服从的话题成为犹太裔社会心理学家挥之不去的梦魇及绵长的另类叙事。","2023","43","04","https://link.cnki.net/doi/10.15992/j.cnki.31-1123/c.2023.04.008"
"sh17","期刊","舆论支配与三重社会图景：涂尔干对卢梭社会学说的再造","黄剑波; 梅汝阳","华东师范大学社会发展学院;北京大学社会学系;","社会","舆论;;社会;;涂尔干;;卢梭","舆论支配既是卢梭阐释社会状态的关键，也是涂尔干分析社会事实的重要参照物。借助舆论议题，涂尔干在改造自身解释系统的同时再造了卢梭的社会学说。卢梭认为，舆论是社会堕落的根源，需经由立法者的引导才能变成政治创制的基石。在早期的社会形态学路径中，涂尔干从比较法的视角考察了舆论、法律与社会类型的关系，在否定卢梭人性基点的同时强调了社会对人性的提升作用。为摆脱“决定论”色彩，涂尔干在与塔尔德的论战中为舆论机制纳入个体同意的条件，使社会成为符合个体本性的自然约束。在集体表象视角下，涂尔干彻底倒置了卢梭对自然和社会所作的等级序列，将社会从“压制本性”的人性枷锁修正为“提升本性”的文明基石。","2023","43","04","https://link.cnki.net/doi/10.15992/j.cnki.31-1123/c.2023.04.006"
"sh19","期刊","集体制与家户生产对农业集体化时期生产实践的再考察","颜燕华","清华大学社会学系;","社会","集体化;;生产队长;;家户经验;;安溪茶产业","本文通过安溪一个产茶村落的个案，对农业集体化时期的生产实践及其产业后果进行了再考察。集体化时期虽然在形式上取消了家族组织，但家族组织的逻辑在实际的生产组织即生产队中得到了一定程度的延续，尤其是生产队长居于“公家”与“小家”之间的平衡角色延续了传统家族权威的行动伦理。在生产队长“家长式”的生产决策及以家户为基础的产销安排下，集体生产突破了产销技艺在核心家族内传承的方式，转而扩散到村庄内绝大多数家庭，最终有利于分田到户后的家庭产业和地方茶叶经济的发展。","2023","43","03","https://link.cnki.net/doi/10.15992/j.cnki.31-1123/c.2023.03.006"
"sh20","期刊","权利与权力：福柯治理术论述中的法律问题","肖瑛","上海大学社会学院;","社会","福柯;;治理术;;权利;;法律;;权力;;主体性","权利与权力之关系是西方政治思想的核心议题之一，达成了法律或法律规定的国家主权与个人权利既是权力实践的合法性来源又是其目标和边界的“正统共识”。但福柯在法兰西学院的系列课程中以治理术为主题，从不同角度对知识与权力之关系做了系统分析，展现了权力与权利、治理与法律错综复杂的历史关系，颠覆了上述共识。他在梳理中世纪以来欧洲社会治理史的过程中，一方面论证了国家和个人的主权权利是在具体的权力机制中形成的；另一方面强调，从管治到纪律再到生命权力，治理术的构成和变迁是一个以不同方式对权利和法律进行殖民的过程，并且因知识的掩饰，这些殖民机制愈发隐蔽。在对现代欧美资本主义制度做出上述揭露后，福柯并不反对治理，只是反对过度治理，也不主张返回正统的个人权利和国家主权，而是强调建构“新的权利”。这一新权利就是“批判”，即在具体的历史脉络中揭示权力与知识的共谋，呈现理性是如何成为支配人的治理机制的。福柯的灵魂深处闪烁着积极的“怀旧”之光，公元前后斯多葛学派的“自我治理”与二战后德国的新自由主义治理术是其光源。","2023","43","03","https://link.cnki.net/doi/10.15992/j.cnki.31-1123/c.2023.03.002"
"sh21","期刊","西方民主中的修辞两面性以韦伯和阿伦特为例","沈垚","清华大学公共管理学院;","社会","民主;;修辞;;真理;;意见;;政治煽动","在讨论民主政治的修辞时，韦伯和阿伦特都对照西方古代政治思想来论证各自对现代问题的诊断。他们分别代表了两种面对修辞的典型立场，也就西方的民主困境给出了基于各自时代语境的答案。韦伯的贡献在于，他指出了政治修辞与现代社会整体危机之间的关系，即民主官僚制下的政治冷漠和大众参与缺失。在此基础上韦伯提出了两个具体的解决之道，即卡里斯玛领袖的引导以及代表型议会制。但韦伯将修辞作为一种手段的处理未能将其与合法性建立联系。阿伦特则认为现代资本主义社会遮蔽了自古希腊以来人作为一种言说和行动的存在。她补充了修辞的另一面，即共识的形成。阿伦特更看重修辞作为一种自下而上的政治组织形式，看重言说对具体主体的揭示及其与合法性权力之间的关系。韦伯和阿伦特面对修辞的立场有各自的时代语境与局限，但对这一主题都做出了突出的贡献。","2023","43","03","https://link.cnki.net/doi/10.15992/j.cnki.31-1123/c.2023.03.007"
"sh22","期刊","流动的责任边界：基层政府的业务与政治","潘桐","中国人民大学社会学理论与方法研究中心;","社会","基层政府责任边界;;理性官僚制;;政治统合制;;业务部门;;政治单位","本文以一起“非正常上访”的事件过程为研究案例，探讨了基层政府责任边界的变化以及相关行动策略的产生。基层政府具有“业务部门”和“政治单位”的双重角色面向，其行为逻辑也不同——前者适用理性官僚制，清晰的任务边界设计在实践过程中使得基层政府责任边界模糊，为其规避风险留有制度空间；后者适用于政治统合制，模糊的任务边界设计反而迫使基层政府重新清晰其责任边界，展现出担当的一面。基层政府受两种制度逻辑的影响，责任边界呈现出“流动性”的特征，其行为也从“风险规避”向“风险担当”转化。本文使用“流动的责任边界”作为分析框架，强调情境变化和基层政府的双重角色面向在其行为塑造过程中的作用，以此对话和发展已有的基层政府责任研究。","2023","43","03","https://link.cnki.net/doi/10.15992/j.cnki.31-1123/c.2023.03.008"
"sh23","期刊","生育动机的世代与性别差异分析基于CFPS2020数据","盛禾; 李建新","北京大学社会学系;","社会","生育动机;;世代;;性别;;教育","当前中国的低生育率问题已成为公认的事实，其中，生育观念的转变具有关键性影响。生育动机是生育观念的重要构成部分，本文聚焦“为什么要生养子女”这一问题，考察生育动机的世代与性别差异。基于中国家庭追踪调查2020年（CFPS2020）的数据，本研究将生育动机划分为“低意愿与消极”“个体导向为主”“双导向情感型”“家庭导向为主”四类。研究发现，超过一半的中国居民仍具有家庭导向为主的生育动机，但存在世代差异，且已发生根本性的代际转变。在“80后”“90后”中，以家庭导向为主的生育动机逐渐丧失主导地位，个体导向为主的生育动机大幅度增加。另外，男性的生育动机比女性更加传统。随着出生世代的变化，男女在生育动机上的差异存在扩大的趋势，本研究从教育获得变迁的角度对此提供了可能的解释。","2023","43","03","https://link.cnki.net/doi/10.15992/j.cnki.31-1123/c.2023.03.005"
"sh24","期刊","“无家可归”的孤儿与作为天职的科学韦伯科学观中的精神气质问题","孙飞宇","北京大学社会学系;","社会","家;;无家;;孤儿;;天职;;科学","本文从施特劳斯的著名断语出发，在广义现象学社会学的传统中，通过分析韦伯的文本，发现韦伯在对于清教徒所做的具有“沉郁”色彩的关于理性化的历史分析中，就已经将清教徒描述成为一种不同于施特劳斯判断的“无家可归的孤儿”形象。这一形象具有“精神分裂症”之意义的形式结构被韦伯理解为“内在亲和力”关系。这一形象和相应的形式结构在韦伯后来的中西文明比较研究中变得更加明确,也存在于他的社会科学方法论著作中，并且成为他所理解的科学、尤其是社会学的精神气质，是“科学作为天职”的内在要求。对于这一亲和力的发掘既有助于我们深入理解韦伯思想及其社会学观，也有助于我们思考中国社会科学的主体性建设问题。","2023","43","03","https://link.cnki.net/doi/10.15992/j.cnki.31-1123/c.2023.03.001"
"sh25","期刊","关怀的限度：养老机构认知症照护的民族志研究","吴心越","东南大学人文学;","社会","认知症照护;;养老机构;;日常伦理;;人格;;主体间性","本文基于对养老机构的田野调查，揭示了认知症长者的生活世界和多重境遇。首先，病程发展中的“经验断连”改变了认知症长者的存在性状况，具体表现为自我连续性的断裂和主体间的沟通障碍。从家庭进入机构则使长者从原有的意义世界进一步脱嵌。在养老机构中，照护管理体制拆解了认知症作为一个类别范畴的操作性意义，但作为污名标签的“老年痴呆”又显现于日常的符号互动过程中，这种“正常”与“异常”的辩证关系反过来影响了认知症长者的现实处境。最后，文章呈现了认知症照护中的伦理两难和权宜性实践，并指出良善的照护应当基于具体境遇下的审慎决策和实践探索。这种特殊的照护关系也为我们提供了思考人格身份和主体间性的新的路径。","2023","43","03","https://link.cnki.net/doi/10.15992/j.cnki.31-1123/c.2023.03.003"
"sh26","期刊","转型时期中国社会公平感的变迁历程及其解释因素","徐延辉; 孔一舟","厦门大学社会与人类学院;","社会","社会公平感;;社会转型;;心态转型;;代际流动","基于2010—2018年中国综合社会调查的重复截面数据，本文对两大转型期中国社会公平感的变迁历程及其解释因素进行了探讨。在历史转型期，随着社会市场的建立和不断完善，社会公平感出现了迅速下降后又快速上升的趋势；在当前转型期，总社会流动率和向上流动比不断上升，社会公平感表现出波动上升的趋势。代际流动等社会结构因素是影响社会公平感变迁的基本要素，主观阶层流动感是社会公平感的直接来源，而文化规范是影响社会公平感的稳定潜在因素。本文从社会分层与流动的角度考察社会公平，发现社会公平与公平感具有统一性，但公平感所依据的道德观念已经随着特定历史时期的社会与心态转型发生了改变。","2023","43","03","https://link.cnki.net/doi/10.15992/j.cnki.31-1123/c.2023.03.004"
"sh27","期刊","修身、成圣与革命：五四时期道德主义者的激进化","陈艳楠","中国政法大学社会学院;","社会","道德;;政治;;心学;;社会福音主义;;共产主义革命","五四运动后“救亡”与“启蒙”、“政治”与“文化”的交织与竞逐是我们理解中国近代史的一条线索。既有研究多将恽代英呈现为一个具有道德主义色彩和儒家伦理底蕴的五四知识分子，然而顺着这一思路，我们却难以理解他为何从温和的道德结社转向革命。本文认为，恽代英精神世界中的心学底色，以及他对青年会社会服务经验的借鉴，使他形成了与共产主义者相通的道德认知；道德结社的困境则促使他走向政党运动，以群众运动实践自己的道德理想。恽代英的早期经历为我们呈现了过渡时代具有儒学底蕴的知识分子面对现代政治秩序时的道德困惑，这有助于我们理解中国共产主义革命对德性的强调以及儒家中国的现代转化。","2023","43","02","https://link.cnki.net/doi/10.15992/j.cnki.31-1123/c.2023.02.003"
"sh28","期刊","工业遗产与地缘政治中的“东北接收”（1945—1948年）对国共两党组织体制的比较分析","解鸿宇","北京大学社会学系;","社会","组织体制;;战后接收;;东北地区;;工业遗产;;地缘政治","本文从国共两党对战后东北接收方案的比较入手，通过考察双方对区域工业遗产作出回应的具体策略及过程，揭示两党在接收中的不同组织困境以及各自的克服之策。复员和动员分别是国共两党在各自区域内的基本组织逻辑，而“条”“块”间的冲突与“统”“分”间的张力则是二者分别面对的结构性困难。在美苏对抗的地缘政治格局下，国民党坚守城市和铁路线，以技术官僚为主体的接收要员发挥空间受限；中共虽退居农村开展土地改革，但能接续既往的根据地建设经验，并促发军政和财经干部在组织上的创新。对东北的接收方案的差异既是两党利用组织原则应对地缘政治和区域制度遗产的体现，更折射出各自建国方略上的差别。从组织体制上来说，东北的接收恰恰是中国国家建设在20世纪中叶的转折点，其所激发出的政党在组织上的创制提供了由战时走向建政的组织上的转化机制。","2023","43","02","https://link.cnki.net/doi/10.15992/j.cnki.31-1123/c.2023.02.006"
"sh29","期刊","天下为“公”：民国时期县级公产管理制度与产权变迁","陈月圆; 龙登高","清华大学社会科学学院经济学研究所;","社会","公产;;地方自治;;基层公共事业;;近代国家转型","近代公产转型与基层公共事业、国家治理机制的演变紧密关联，并承载了“公”观念的变迁。本文从产权视角出发，以民国时期浙江县级公产管理制度为基础，考察公产转型的历史进程。民国成立后，县级公产被纳入地方自治机构统一管理，其有别于“官产”“私产”的产权性质得到法律的确认与规范。在国家政策变动与治理事务扩张的背景下，自治机构对公产的管理引发诸多问题。20世纪30年代中期，南京国民政府推动县级行政制度改革，逐步将公产纳入政府管理，“公产”的概念也随之扩展，并逐渐向政府财产偏移。","2023","43","02","https://link.cnki.net/doi/10.15992/j.cnki.31-1123/c.2023.02.008"
"sh30","期刊","教育知识与圣俗二分：从涂尔干到伯恩斯坦","胡雪龙","北京师范大学教育学部教育基本理论研究院;","社会","学校知识;;日常知识;;“新”教育社会学;;涂尔干;;伯恩斯坦","“知识是一种社会建构”命题是涂尔干研究人类总体知识的落脚点，也是伯恩斯坦理解教育知识的社会性质的起点。本文试图重新理解涂尔干这一重要却不断被误解的命题，从“圣俗二分假想”入手，还原涂尔干知识社会学背后的问题意识，并呈现伯恩斯坦对圣俗二分的思考。研究发现，伯恩斯坦一方面继承和推进了涂尔干对知识及其社会基础的思考，从双重社会性假设出发阐释了教育知识的分类原则,另一方面也阐明了圣俗二分所蕴含的教育解放的可能性。","2023","43","02","https://link.cnki.net/doi/10.15992/j.cnki.31-1123/c.2023.02.001"
"sh31","期刊","山林与社会","渠敬东","北京大学社会学系;","社会","山林;;社会;;道统;;文明","社会存于人世间，也存于人世外。任何一个文明体的存在，都需要拥有一种超越性的精神世界。中国文明始终以政统和道统的双重体系而发展，而山林文化系统则是承载道统的本体构造。这个理想的世界将一种恒久的精神力和神圣性注入人的心灵之中，成为了道统的依存之所。山林文化系统形成于魏晋隋唐时期。佛道二教对于士大夫内在精神的培植，创造性地将孔子思想中的隐逸观与老庄哲学中的自然观结合起来，中国文明由此进入了一个以诗文书画为载体而传承、守持和弘扬道统的时代。山林文化系统始终与人世间、王朝政治以及天下图景保持多重和多形态的互动。关于山林与社会的讨论，意在反思现代社会中人与世界的关联方式，给出另一种文明意义上的可能路向。","2023","43","02","https://link.cnki.net/doi/10.15992/j.cnki.31-1123/c.2023.02.005"
